head,type,tail
Lake Dongqian,instance of,co occurrence network
hematopoietic stem cell transplantation,subclass of,donor selection
second leading cause of mortality worldwide,has part,Ischemic stroke
GSE37587,part of,Gene Expression Omnibus
GSE16561,part of,Gene Expression Omnibus
Gene Expression Omnibus,has part,GSE37587
Gene Expression Omnibus,has part,GSE16561
DGIDB,use,functional annotation
ISOSGS,part of,PPI network construction
ISNGS,part of,PPI network construction
PPI network construction,has part,ISOSGS
PPI network construction,has part,ISNGS
VA deficient,said to be the same as,sufficient
sufficient,said to be the same as,VA deficient
GD|76,subject has role,VA supplementation
VAD+RVA,has part,porcine RVA G5P[7] (OSU strain)
VAD+VA+RVA,has part,porcine RVA G5P[7] (OSU strain)
CDR H3,subclass of,CDR
Pregnancy,has effect,abrupt thymic atrophy
abrupt thymic atrophy,has cause,Pregnancy
cortical TECs,subclass of,thymic involution
parturition,subclass of,involution
KLF4,subclass of,transcription factor binding motifs
Vvgv,instance of,virus vectored genetic vaccine
classical vaccine,has part,adjuvant
COVID 19 vaccine,has part,Adeno
Adenovirus,subclass of,polyepitope vaccine
FIMU,publication date,10.3389
single cell RNA sequencing,subclass of,bulk cell RNA sequencing
ImmPort,has part,GEO
GEO,part of,ImmPort
VIGET,part of,Reactome
ImmPort,instance of,web portal
non canonical function,subclass of,deciphered
HMGB1,has part,C1
HMGB1,subclass of,functional modulation
HMGB1,subclass of,cleavage
C1s,subclass of,cleavage
HMGB1 cleavage,has cause,C1s
C1s,has effect,HMGB1 cleavage
HMGB1,has part,C1s cleavage
N terminal,part of,cleavage
one medicine,has part,human medicine
human medicine,part of,one medicine
companion animal,subclass of,iPSCs
iPSCs,use,companion animal
veterinary medicine,subclass of,human medicine
computational analysis,studies,information flow
information flow,studied by,computational analysis
biomedical advances,has part,therapeutic strategies
therapeutic strategies,part of,biomedical advances
intracellular infection,subclass of,infectious microenvironment
DNA,part of,centromere
β ketoadipic acid,instance of,keto diacid
mitochondrial myopathies,has cause,Mitochondrial dysfunction
EVP4593,instance of,6 aminoquinazoline
MRI,subclass of,Radiographs
MRI quantitative,subclass of,Radiographic
MRI semiquantitative,subclass of,Radiographic
SQ score,instance of,quantitative measures
JSW threshold,facet of,structural progressor
1/6,facet of,structural progression
1/3,facet of,structural progression
NCT03883568,part of,Clinicaltrials.gov
"a previous multicentre, randomised placebo controlled trial",main subject,High dose ursodeoxycholic acid
miR 26a,instance of,miRNAs
miR 199b 5p,instance of,miRNAs
miR 373,instance of,miRNAs
miR 663,instance of,miRNAs
miRNA,medical condition treated,SAEs
SAEs,drug used for treatment,miRNA
Rodent model,subclass of,preclinical model
modality,facet of,therapeutic exercise
Innate lymphoid cell,subclass of,immune response mediators
BALB/c,opposite of,C57BL/6
C57BL/6,opposite of,BALB/c
ILC2,subclass of,ILC
ILC,subclass of,precursor
C57BL/6,different from,BALB/c
BALB/c,different from,C57BL/6
C57BL/6,subclass of,ILC2
experimental mouse models,facet of,immune diseases
miRNA,subclass of,noncoding RNA
crosstalk,subclass of,Complex interaction
disease associated,subclass of,miRNAs
umbilicus,part of,Shark
GC concentration,instance of,bio indicator
threat and action taxonomies,creator,International Union of Conservation of Nature Conservation Measures Partnership
Resource Balance Analysis,instance of,computational framework
RBAtools,programming language,Python
RBA,part of,rba.inrae.fr
rba.inrae.fr,has part,RBA
Machine learning,subclass of,computer algorithm
FlowCAM,use,biological oceanography
harmful algal bloom,subclass of,hypoxic conditions
glutathione peroxidase 4,subclass of,selenoenzyme
Phyllantheae,parent taxon,Phyllanthaceae
Phyllanthaceae,taxonomic type,Phyllantheae
"1 methyl 4 phenyl 1 1,2,3,6 tetrahydropyridine",subject has role,anti PD
MPTP,has effect,PD like zebrafish
PD like zebrafish,has cause,MPTP
ECoL,subject has role,anti PD
Female Sexual Distress Scale,part of,Female Sexual Function Index
desire,instance of,sub domains
arousal,instance of,sub domains
orgasm,instance of,sub domains
post intervention,facet of,Sexual distress
International Standards for Neurological Classification of Spinal Cord Injury,has part,sensory score
sensory score,part of,International Standards for Neurological Classification of Spinal Cord Injury
sexual function,facet of,SCI
Acute Liver Failure,has cause,Acetaminophen
miR 21knockout,different from,miR21KO
miR21KO,different from,miR 21knockout
sacrificed,facet of,Mice
only available therapy,medical condition treated,APAP intoxication
Developmentally regulated GTP binding protein 1,subclass of,GTPases
in silico,different from,in vitro
in vitro,different from,in silico
Lys263*,subclass of,DRG1
pre weaning,subclass of,lethality
DRG1 deficiency,subclass of,Mendelian disorder
DRG1,subclass of,translation factor GTPases
starved,opposite of,blood fed
blood fed,opposite of,starved
Cathepsin B,subclass of,vitellogenin
C,subclass of,vitellogenin
Viral,has part,RNA
RNA,part of,Viral
Stromal tumor infiltrating lymphocyte,subclass of,immune parameters
ER low tumors,opposite of,ER intermediate tumors
ER intermediate tumors,opposite of,ER low tumors
dimethylsulfoniopropionate,subject has role,precursor
hydrothermal vent plumes,has part,hydrothermal vent fluids
hydrothermal vent fluids,part of,hydrothermal vent plumes
hydrothermal inputs,subclass of,geochemical sources
MW score,facet of,metabolic connectivity
sulfur oxidation,subclass of,aerobic oxidation
FUS,subclass of,single molecule imaging
MuRF1,subclass of,ubiquitin ligase
COVID 19,has effect,inflammation of the lungs
COVID 19,has effect,cardiovascular function
left ventricular,part of,global longitudinal
global longitudinal,has part,left ventricular
COVID 19,instance of,physical activity intervention
NCT05492552,operator,ClinicalTrials.gov
7 April 2022,point in time,7 April 2022
Bungoma,country,Kenya
Kakamega,country,Kenya
Busia,country,Kenya
Trans Nzoia,country,Kenya
roasting,subclass of,Toasting
rearing,part of,farm
sorafenib,subject has role,nontherapeutic
EphA2,part of,Ser897
Ser897,has part,EphA2
Healthy obese,subclass of,fat content
Treponema,subclass of,Spirochete
tiger sharks,endemic to,French Polynesia
site fidelity,facet of,provisioning
2009 World Aquatics Championships,point in time,2009
site fidelity,subclass of,fidelity
tiger sharks,parent taxon,tiger sharks
seasonal migrations,subclass of,natural movements
SARS CoV 2,has effect,recent variants
recent variants,has cause,SARS CoV 2
COVID 19 vaccine,has part,SARS CoV 2 Spike trimer
Promoter proximal pausing,has part,RNA Pol II
RNA Pol II,part of,Promoter proximal pausing
Drosophila,taxonomic type,melanogaster
melanogaster,parent taxon,Drosophila
Microtubule targeting agent,medical condition treated,mBC
mBC,drug used for treatment,Microtubule targeting agent
second ,followed by,third line MTAs
mode of action,different from,chemoresistance mechanisms
chemoresistance mechanisms,different from,mode of action
methyl N (6 benzoyl 1H benzimidazol 2 yl)carbamate,subject has role,anthelmintic
BC cell,subclass of,mammary epithelial cells
wild type BC cells,subclass of,BC cells
docetaxel,instance of,clinical MTAs
vincristine,instance of,clinical MTAs
BCar,subject has role,MTAs
N linked glycan,has effect,endpoint fibrosis
Traditional herbal medicine,subclass of,treating diseases
metagenome,different from,metagenome
short read,opposite of,long read
long read,opposite of,short read
MAG,part of,GC
Pcyox1l,subject has role,CRISPR
Atherosclerosis,has effect,cerebral infarction
cerebral infarction,has cause,Atherosclerosis
cGMP PKG signaling pathway,subclass of,KEGG pathway
Leishmaniasis,has cause,Osteoclast differentiation
Osteoclast differentiation,has effect,Leishmaniasis
Leishmaniasis,subclass of,Osteoclast differentiation
AS therapy,facet of,AS
CHPT1/CEPT1,has part,cytidine diphosphate choline
CHPT1/CEPT1,has part,diacylglycerol
GO,subclass of,immune related differential gene
KEGG,subclass of,immune related differential gene
IR DEGs,subclass of,Protein protein interaction
chemokine signaling,instance of,signal pathways
TNF signaling,instance of,signal pathways
NF κB signaling,instance of,signal pathways
IL 6,part of,immune response regulation network
TNF α,part of,immune response regulation network
IL 1,part of,immune response regulation network
CXCL8,part of,immune response regulation network
CCL2,part of,immune response regulation network
immune response regulation network,has part,TNF α
immune response regulation network,has part,IL 1
immune response regulation network,has part,CXCL8
immune response regulation network,has part,CCL2
immune regulatory network,has effect,pulpitis
pulpitis,has cause,immune regulatory network
Congenital cataract,subclass of,ocular conditions
GSE110811,followed by,GSE24673
GSE24673,follows,GSE110811
WGCNA,instance of,Weighted gene co expression network analysis
gene set enrichment analysis,facet of,single gene
Hub DERBGs,subclass of,endogenous RNA
RB,has part,DERBGs
KEGG,subclass of,DERBGs
PPI network,has part,DERBGs
DERBGs,part of,PPI network
PDE8B,subclass of,Hub DERBGs
ESRRB,subclass of,Hub DERBGs
SPRY2,subclass of,Hub DERBGs
PDE8B,part of,DERBGs
ESRRB,part of,DERBGs
SPRY2,part of,DERBGs
hsa miR 146b 5p,subclass of,ceRNA
hsa miR 665,subclass of,ceRNA
hsa miR 188 5p,subclass of,ceRNA
Myalgic Encephalomyelitis,subclass of,Chronic Fatigue Syndrome
ME,different from,CFS
CFS,different from,ME
cross validated,facet of,Machine learning
AUROC,facet of,Random Forest
objective differences in biomolecules,facet of,ME/CFS
DENA/AAF administered rats,has part,eugenol
micropapillary adenocarcinoma,drug used for treatment,eugenol treatment
eugenol treatment,medical condition treated,micropapillary adenocarcinoma
GPx,has effect,SOD
SOD,has cause,GPx
NF κB p65,part of,NF κB
Bcl 2,instance of,expression levels
P53,instance of,expression levels
Bax,instance of,expression levels
nutritional supplement,subclass of,therapeutic agent
Nanocarrier,subclass of,delivery system
P value,facet of,univariate analysis
intracystic papillary carcinoma,subclass of,invasive lesions
SLE,has cause,disruption of homeostasis
fecal microbiota transplantation,medical condition treated,SLE
SLE,drug used for treatment,fecal microbiota transplantation
S adenosylmethionine,subject has role,DNA methylation
EMC8,subclass of,endoplasmic reticulum membrane protein complex
noncoding telomeric repeat,subclass of,RNA
glycine leucine,subclass of,dipeptide repeat
EGFR tyrosine kinase inhibitor,subclass of,immune checkpoint inhibitor
deregulated protein phosphorylation,has effect,Protein levels
prostatic inflammaging,medical condition treated,age related changes
age related changes,drug used for treatment,prostatic inflammaging
GRB10,instance of,3'UTR
T cell,has part,DLL3
DLL3,part of,DLL
DLL,has part,DLL3
RT nestRPA,use,SARS CoV 2 detection
RT nestRPA,different from,RT qPCR
RT qPCR,different from,RT nestRPA
cell lysis buffer,has effect,RT nestRPA
double layer reaction tube,part of,RT nestRPA
RT nestRPA,has part,double layer reaction tube
PTMs,has part,d amino acids
Non coding RNA,subclass of,RNA
Wnt upregulation,has cause,β catenin
β catenin,has effect,Wnt upregulation
3' UTR,part of,Wnt
sponge miRNA,subclass of,LncRNAs
CircRNA,subclass of,regulators of Wnt
proliferation rate,has part,migration ability
migration ability,part of,proliferation rate
Psittacine beak and feather disease,parent taxon,Psittaciformes
Circovirus,parent taxon,Circoviridae
GII,has part,GII a
GII,has part,b
GII a,part of,GII
b,part of,GII
BFDV ZA PGM 70A,parent taxon,BFDV
Serum sulfhydryl,subclass of,free thiols
end differentiated cells,subclass of,differentiate
COVID 19,has cause,COVID 19 mortality rates
COVID 19 mortality rates,has effect,COVID 19
multi level obesity interventions,facet of,SDoH
Chornobyl,instance of,nuclear power plant
16 S,subclass of,rRNA
BatMAVS,instance of,Amino acid sequence analysis
CARD_2,instance of,domains
TM,instance of,domains
anti RNA virus,subclass of,IFN induction
single stranded DNA,subclass of,single molecule DNA
Pif1,subject has role,translocate unimpeded
Pif1,part of,ssDNA
EGFR mutant lung adenocarcinoma,drug used for treatment,EGFR tyrosine kinase inhibitor
EGFR tyrosine kinase inhibitor,medical condition treated,EGFR mutant lung adenocarcinoma
TKI sensitive,opposite of,TKI insensitive
TKI insensitive,opposite of,TKI sensitive
