head,type,tail
organism,studied by,biology
organism,has part,cell
organism,has part,cell types
organism,has part,cellular
organism,has part,cellular processes
organism,has part,continuously
organism,has cause,environmental stimuli
organism,studied by,genetics
organism,has part,genome
organism,has part,host cell
organism,part of,human body
organism,part of,life forms
organism,part of,life history
organism,has part,microbe
organism,has part,organelle
organism,has cause,pathogen
organism,has part,temporally
organismal health,has part,cellular function
organismal health,has part,proteostasis
organization studies,studies,management
organization theory,studies,management
organizational processes,part of,professional
organizing center,subclass of,niche cell
organogenesis,has part,spatiotemporally controlled
organoid,subclass of,biomaterial
organoid,facet of,cancer
organoid,subclass of,cell culture
organoid,has parts of the class,cell type
organoid,subclass of,developments and applications
organoid,instance of,infancy
organoid,subclass of,organoid
organoid,subclass of,spheroid
organoid,has part,stem cell
organoid,instance of,technology
organoid,part of,tumour
orgasm,instance of,sub domains
origin,facet of,evolution
origin,part of,evolutionary history
origin,facet of,physical
ornament,facet of,dragonfly
ornithine vasotocin,subject has role,oxytocin receptor antagonist
ornithologist,has part,birdwatching
orofacial pain,drug used for treatment,apl
oronasal,instance of,routes of administration
oropharyngeal squamous cell carcinoma,subclass of,gastric cancer
oropharyngeal,instance of,tissue
orphan nuclear receptor,subclass of,gene
orr,different from,pfs
orthobunyavirus,parent taxon,flavivirus
orthodontic treatment,field of work,orthodontic
orthodontic,uses,brace
orthodontic,subclass of,consultation
orthodontic,studies,tooth
orthodontist,subclass of,dentist
orthogonal partial least squares discriminant analysis,instance of,supervised classification
orthogonal response programs,subclass of,synthetic receptor
orthokine therapy,medical condition treated,corneal ulcer
orthokine therapy,medical condition treated,corneal wound infection
orthokine,medical condition treated,inflammation
ortholog,subclass of,gene
ortholog,subclass of,signal
orthologous gene families,subclass of,gene
orthopedic surgeon,studies,bone tissue
orthopoxvirus vaccine,subclass of,vaccine
orthopoxvirus,parent taxon,poxviridae
orthoreovirus,has effect,celiac disease
orthosteric binding pocket,part of,gpcr
orthosteric binding site,part of,cannabinoid receptor
orthosteric binding site,part of,structure based drug discovery
orthosteric ligand,subclass of,ligand
orthotopic 4T1 breast cancer model,instance of,in vivo
orthotopic,subclass of,xenograft
oryza,parent taxon,serratia
os,instance of,adjusted hazard ratio
os,has part,ctl
os,subclass of,malignant bone tumor
os,part of,mycelium
os,different from,pfs
os,has cause,primary tumor resection
osc,has part,amylopectin
osc,different from,tvc
oscc,has part,Col7 expression
oscc,drug used for treatment,Mitochondria targeting therapies
oscc,has part,NM
oscc,studied by,clinicopathologic
oscc,drug used for treatment,drp1
oscc,different from,hpv
oscc,has cause,mitochondrial
oscc,subclass of,oral mucosa
oscillation,opposite of,entrainment
osdhn2,instance of,gene
osimertinib,subject has role,EGFR inhibitor
osimertinib,subject has role,apoptosis
osimertinib,medical condition treated,hcc827
osimertinib,instance of,reversible methylindole aminopyrimidine scaffold
osimertinib,subject has role,third generation tyrosine kinase inhibitor
osimertinib,medical condition treated,tumor re progression
osimn,parent organization,gmc
osr 1,instance of,gene
osrglg5,has part,avrpi9
osrglg5,has effect,ubiquitinated
ossicle,connects with,jaw
ossicle,connects with,skull
ossification,has effect,bone fusion
osteoarthritic Intact 1,instance of,Principal component analysis
osteoarthritic Intact 1,different from,osteoarthritic Intact 2
osteoarthritic Intact 2,instance of,Principal component analysis
osteoarthritic Intact 2,different from,osteoarthritic Intact 1
osteoarthritic,subclass of,cartilage
osteoarthritis,has cause,activation of catabolic processes
osteoarthritis,subclass of,age related degenerative disease
osteoarthritis,drug used for treatment,anterior cruciate ligament
osteoarthritis,instance of,disease
osteoarthritis,has cause,inflammatory process
osteoarthritis,subclass of,joint disease
osteoarthritis,subclass of,joint disorder
osteoarthritis,has cause,meniscus lesion
osteoarthritis,subclass of,orthopedic problems
osteoarthritis,has cause,radiographic change
osteoarthritis,subclass of,skeletal diseases
osteoarthritis,drug used for treatment,therapeutic drug
osteoblast,has part,Mesenchymal stem cells
osteoblast,subclass of,bone cells
osteoblast,different from,osteoclast
osteoblast,has part,osteocyte
osteoblast,has part,precursor cells
osteoblastic cells,instance of,morphology
osteoblastic differentiation,opposite of,adipocytic
osteoclast,part of,Alveolar bone
osteoclast,subclass of,bone cells
osteoclast,has effect,bone resorption
osteoclast,subclass of,differentiation
osteoclast,different from,osteoblast
osteoclastogenesis,has effect,bone pathologies
osteocyte,part of,bone
osteocyte,medical condition treated,bone disease
osteocyte,subclass of,cell
osteocyte,opposite of,osteoblast
osteocyte,subclass of,tissue
osteogenesis,studied by,bone biology
osteogenesis,subclass of,hormone
osteogenic differentiation,opposite of,adipogenic phenotype
osteogenic differentiation,drug used for treatment,forskolin
osteogenic medium,has part,gse
osteogenic,has effect,BD
osteogenic,opposite of,adipogenic
osteogenic,has effect,bone regeneration
osteogenic,has cause,cytoskeletal
osteogenic,drug used for treatment,forskolin
osteogenic,instance of,functionally
osteoinductive,subclass of,small molecule therapeutics
osteophyte,part of,cartilage
osteopontin,instance of,proteins
osteoporosis,subclass of,aging related diseases
osteoporosis,subclass of,bone remodeling
osteoporosis,subclass of,skeletal diseases
osteoporotic fracture,subclass of,complication
osteoprogenitor,subclass of,cell
osteoprotegerin,subject has role,markers of bone remodeling
osteosarcoma and the bone microenvironment,studies,osteosarcoma
osteosarcoma metastasis,subclass of,metastasis
osteosarcoma,has cause,Tumor microenvironment
osteosarcoma,drug used for treatment,drugs targeting the bone microenvironment
osteosarcoma,has effect,metastasis of the primary cancer
osteosarcoma,studied by,osteosarcoma and the bone microenvironment
osteosarcoma,instance of,pathogenesis
ostst1,instance of,protein
ota,part of,vinification
other,part of,bom
other,part of,bpm
otof,instance of,gene
otof,has effect,hearing loss
otolith,part of,inner ear
otolith,part of,morphology
otter,instance of,taxa
otx2,subclass of,crx
our body,has parts of the class,cell
out field progression free survival,subclass of,Overall survival
out of field organ,different from,target organ
out of sight breakfast tree,parent taxon,skywalker gibbon
outbreak of MPOX in the U.S.,has cause,mpox
outbreak of Mpox virus (MPXV) infection in May 2022,instance of,global health emergency
outbreak,point in time,2011
outbreak,has effect,defoliation
outbreak,has cause,disease
outcome reporting,facet of,cancer treatment
outcome,has cause,clinical characteristics
outcome,has cause,disease severity
outcome,has cause,intervention
outcome,has cause,prognostic features
outcome,has cause,respiratory
outcome,has cause,treatment
outcrossing,subclass of,competitive niches
outer membrane vesicles,subclass of,transporter
outer membrane,part of,BAM complex
outer membrane,part of,cell wall
outer mitochondrial membrane,part of,mitochondrium
outer nuclear layer,has part,all cone
outer region,part of,meniscal body
outgroup,opposite of,ingroup
outlet,connects with,bladder
outly,subclass of,mass extinction
outpatient control,followed by,12 months
outpatient,different from,hospital
outward open states,follows,apo inward open
ovalbumin,instance of,steroid
ovarian cancer,has cause,ES 2
ovarian cancer,drug used for treatment,MEnZn CuO NPs
ovarian cancer,drug used for treatment,cisplatin
ovarian cancer,instance of,clinical outcomes
ovarian cancer,has cause,fallopian tube
ovarian cancer,has effect,metastasis
ovarian cancer,drug used for treatment,p53 p21
ovarian cancer,has cause,related mechanisms contributing to ovarian cancer
ovarian cysts,has part,lutein
ovarian development and function,facet of,S. plagiostomus
ovarian malignancies,subclass of,cancer stemness
ovarian reserve,facet of,ovarian stimulation
ovarian torsion,drug used for treatment,tocilizumab
ovary,has part,L 929 cells
ovary,has part,follicular granulosa cells
ovary,product or material produced,oocyte
ovary,product or material produced,oogonia
ovb,instance of,1.0
ovca,has effect,disease recurrence
ovca,has part,stat1
ovca,has part,stat2
ovca,has part,stat4
ovca,has part,stat6
over expression,opposite of,under expression
overall survival,said to be the same as,5 years
overall survival,instance of,Primary outcome
overall survival,facet of,breast cancer
overall survival,followed by,follow up
overall survival,instance of,risk prediction model
overbite,subclass of,overjet
overdenture,subclass of,attachment matrices
overdenture,subclass of,dental implant
overdenture,subclass of,dislodge
overexpress,opposite of,opposite effects
overexpression,opposite of,knockdown
overfit,subclass of,model misspecification
overt,instance of,disease severity
overuse model,subclass of,in vivo animal models
overweight,subclass of,PCOS phenotype
overweight,different from,low
overweight,has effect,obesity
overweight,subclass of,weight
overwinter,subclass of,larva
oviduct,part of,mouse
oviparous,uses,Egg
ox13:h4,subclass of,st678
oxacillin,Gram staining,Gram positive
oxacillin,subject has role,β lactam antibiotic
oxaliplatin,subject has role,Drug resistance
oxaliplatin,subject has role,chemotherapeutic agent
oxaliplatin,different from,paclitaxel
oxanthracene,subject has role,antioxidant
oxct1,instance of,biomarker
oxidant,subject has role,antioxidant
oxidation reduction processes,subclass of,biological processes
oxidation reduction processes,subclass of,electroactivity
oxidation,has effect,free radical damage
oxidative damage,instance of,aging marker
oxidative damage,drug used for treatment,metformin
oxidative pathway,part of,alcohol metabolism
oxidative phosphorylation,part of,ion transport
oxidative stress induced human diseases,drug used for treatment,Therapeutic interventions targeting CYLD
oxidative stress,has cause,antioxidant
oxidative stress,subclass of,assay
oxidative stress,studied by,biochemical
oxidative stress,has effect,inflammation
oxidative stress,has effect,neurodegeneration
oxidative stress,instance of,pathogenesis
oxidative stress,subclass of,pathophysiologic condition
oxidative stress,instance of,pathophysiological mechanism
oxidative stress,studied by,pathophysiology
oxidative surge,followed by,biomolecule oxidation
oxidize,has cause,reactive species
oxido inflammatory,has effect,pulmonary toxicity
oxidoreductase,subclass of,enzymatic
oximidine,subject has role,antibiotic
oximidine,subject has role,anticancer agent
oximidine,subject has role,catalytic
oxtr,instance of,gene
oxygen homeostasis,has cause,hypoxia
oxygenase,studied by,biochemically
oxysterol,has effect,inflammation
oxysterol,subject has role,inflammatory
oxysterol,subject has role,pro inflammatory
oxystress,has effect,genotoxicity
oxythiamine diphosphate,has part,oxythiamine
