head, type, tail
Polyethylene,instance of,plastic
passive sampling,subclass of,samples
city,part of,population
population,has part,city
SARS-CoV-2,subclass of,GC
SARS-CoV-2,has cause,GC
GC,has effect,SARS-CoV-2
passive sampler,facet of,wastewater-based epidemiology
infections,different from,incidence levels
incidence levels,different from,infections
osteocytes,opposite of,osteoblasts
synthetic cannabinoid,subclass of,illicit market
metabolomic,studied by,psychoactive
psychoactive,studied by,metabolomic
5F-MDMB-PICA,instance of,primary metabolite
4F-MDMB-BICA,instance of,primary metabolite
liquid-liquid extraction,use,enrichment of SCs
COVID-19,has effect,repeat prescribing
TPP SystmOne,instance of,electronic health record
antibiotic,medical condition treated,infection
infection,drug used for treatment,antibiotic
antibiotic,subclass of,patients
repeat prescribing,subclass of,prescriptions
potentially inappropriate type,subclass of,repeat prescribing
repeat antibiotic prescribing,facet of,COVID-19
calibration,facet of,risk prediction models
discrimination,facet of,risk prediction models
COVID-19,facet of,antibiotic
regional,subclass of,patient characteristics
antibiotic failure,subclass of,treatment
choroidal melanoma,has effect,tumor-associated retinal pigmentation
tumor-associated retinal pigmentation,subclass of,choroidal melanoma
histological,subclass of,Imaging
Liverpool Ocular Oncology Centre,country,UK
fundoscopy,subclass of,imaging
histopathology,studies,tumor
tumor,studied by,histopathology
CD68,part of,chromosome 3
MelanA,part of,chromosome 3
fundus autofluorescence,subclass of,wide-field fundus color imaging
Tumor,has part,chromosome 3
chromosome 3,part of,Tumor
choroidal melanoma,instance of,incidence rate
TARP,event distance,71.4 years
basal diameter,subclass of,tumor thickness
retinal,part of,subretinal space
subretinal space,has part,retinal
globe-sparing treatment,subclass of,enucleation
monosomy 3,subclass of,melanoma
CD68+,subclass of,melanophages
macrophage,different from,melanocyte
melanocyte,different from,macrophage
subretinal,part of,retinal
Radiation treatments,different from,treatment plan
treatment plan,different from,Radiation treatments
monosomy 3,instance of,genetic
pro-inflammatory,part of,immune response
regulatory cells,part of,immune response
Mucosal-associated invariant T,subclass of,anti-viral T cell
natural killer T,subclass of,anti-viral T cell
γδT cell,subclass of,anti-viral T cell
NKT,instance of,functional subsets
γδT cell,instance of,functional subsets
NKT,subclass of,MAIT cells
γδT,subclass of,MAIT cells
ANK2,instance of,protein
ankyrin-B,instance of,protein
cardiac structural,subclass of,electrical phenotypes
'ankyrin-B syndrome',subclass of,ANK2 loss-of-function variants
knock-out,subclass of,animal model
transgenic,subclass of,animal model
in vivo,subclass of,animal model
natural selection,facet of,evolution
stochastic evolutionary stability,facet of,stochastic replicator dynamics
weak selection,facet of,evolutionary stability
Molecular,part of,cellular
delayed graft function,subclass of,solid organ transplantation
biological age of donor organs,facet of,transplantation
post-transplant,subclass of,organ transplant
abstracts,used by,reviewers
reviewers,uses,abstracts
Full papers,used by,reviewers
reviewers,uses,Full papers
proforma,use,Data extraction
lung transplant,subclass of,heart transplantation
telomere length,facet of,biological aging
biological aging,instance of,biomarker
T cell,part of,thymic
kidney transplant,subclass of,transplant recipients
biological age,facet of,biological aging
Pb-induced genotoxicity,different from,Pb toxicity
Pb toxicity,different from,Pb-induced genotoxicity
genetic polymorphisms,subclass of,genetic variations
DNA repair system,subclass of,enzymes
automotive batteries,country,Brazil
MLH1,instance of,genotyping
OGG1,instance of,genotyping
PARP1,instance of,genotyping
XPA,instance of,genotyping
XPC,instance of,genotyping
XRCC1,instance of,genotyping
Chikungunya virus,parent taxon,RNA virus
CHIKV-human protein-protein interaction map,facet of,CHIKV
STIP1,part of,U-box containing protein 1
U-box containing protein 1,has part,STIP1
G3BP1,part of,valosin-containing protein
G3BP2,part of,valosin-containing protein
AAA+ ATPase,part of,valosin-containing protein
valosin-containing protein,has part,G3BP1
valosin-containing protein,has part,G3BP2
valosin-containing protein,has part,AAA+ ATPase
VCP inhibitor,medical condition treated,CHIKV infection
CHIKV infection,drug used for treatment,VCP inhibitor
functional,has part,functional consequences
functional consequences,part of,functional
CHIKV,instance of,protein
interactome,part of,biology
nanomedicine,studies,nanoparticles
nanoparticles,studied by,nanomedicine
engineering,instance of,academic fields
health sciences,instance of,academic fields
pharmaceutical,subclass of,biomedical sciences
recognition,subclass of,chemical moieties
cellular uptake,has effect,focused localization
focused localization,has cause,cellular uptake
moieties,part of,chemical
functionalized nanoparticles,subclass of,nanoparticles
functionalization,subclass of,biomedical sciences
functionalized nanoparticles,use,biomedical
Human papillomavirus,has effect,cervical cancer
cervical cancer,has cause,Human papillomavirus
13q22,instance of,gene
Cas9,subclass of,CRISPR
cotransfected,has effect,fluorescence
whole genome sequencing,uses,gene integration site
gene integration site,used by,whole genome sequencing
qRT-PCR,subclass of,Western blot
gene expression,part of,chromatin
anti-PIBF1,subclass of,antibody
tumor,has part,cells
cells,part of,tumor
progesterone-induced blocking factor 1,instance of,gene
chromatin,has part,cohesin
Xenograft,medical condition treated,cervical cancer
cervical cancer,drug used for treatment,Xenograft
PIBF1,instance of,protein
bats,parent taxon,mammalian
long-term evolution,opposite of,micro-evolutionary processes
micro-evolutionary processes,opposite of,long-term evolution
Pteropus alecto,instance of,model species
Toba super eruption,instance of,historical events
metabolic genes,part of,functional category
functional category,has part,metabolic genes
mode of adaptation,facet of,evolution
evolution,has part,processes
processes,part of,evolution
coronary heart disease,subclass of,ischemic
Xinkeshu tablets,medical condition treated,CHD
CHD,drug used for treatment,Xinkeshu tablets
XKS,subject has role,proangiogenic
XKS,instance of,methanol
human umbilical vein endothelial cell,subclass of,HUVECs
quantitative PCR,subclass of,assays
XKS,instance of,chemical constituents
PTK787,subject has role,tyrosine kinase inhibitor
Recombinant VEGFR tyrosine kinase inhibitor II,subclass of,HUVEC
metabolic pathway,subclass of,signaling pathway
PPAR signaling pathway,instance of,signaling pathway
AGE-RAGE signaling pathway,instance of,signaling pathway
NOD-like receptor signaling pathway,instance of,signaling pathway
VEGF signaling pathway,instance of,signaling pathway
PI3K/Akt signaling pathway,instance of,signaling pathway
XKS,medical condition treated,CHD
CHD,drug used for treatment,XKS
latent classes,facet of,prenatal substance use
Environmental influences on Child Health Outcomes,country,United States
licit use,opposite of,illicit use
illicit use,opposite of,licit use
licit substances,opposite of,low or no substances
low or no substances,opposite of,licit substances
Children exposed to illicit substances in utero,opposite of,children exposed to low or no substances
children exposed to low or no substances,opposite of,Children exposed to illicit substances in utero
licit,opposite of,illicit
multi-cohort,subclass of,large-scale studies
Packaging,facet of,food product
shelf-life,facet of,food products
eugenol,subject has role,antimicrobial
biopolymer,subclass of,biodegradable
functional film,has part,eugenol
FF5,opposite of,CF
FF3,instance of,film sample
non-porous,subclass of,surface
hydroxyl,has part,hydrogen
cellulose,has part,COC
Salmonella typhmurium,instance of,bacteria
Pseudomonas aeruginosa,instance of,bacteria
Klebsiella pneumoniae,instance of,bacteria
active packaging material,subclass of,biodegradable
edible,subclass of,mushroom
cellulase,subclass of,enzymes
pectinase,subclass of,enzymes
protease,subclass of,enzymes
thermograph curve,facet of,decomposition
eucalyptol,part of,Eucalyptus globulus leaf oil
p-cymene,part of,Eucalyptus globulus leaf oil
Γ-terpinene,part of,Eucalyptus globulus leaf oil
4-epi-cubebol,part of,Eucalyptus globulus leaf oil
spathulenol,part of,Eucalyptus globulus leaf oil
antibiofilm,subclass of,antimicrobial
MIC,different from,MBC
MBC,different from,MIC
essential oil,subclass of,polysaccharide
pathogen,has cause,microorganism
microorganism,has effect,pathogen
polysaccharide,subject has role,antimicrobial
ischemic stroke,subclass of,Cardiovascular disease
pulmonary embolism,subclass of,Cardiovascular disease
thrombectomy,subclass of,thrombolytic
alteplase,subclass of,thrombolytic enzyme
tenecteplase,subclass of,glycosylation sites
glycan identity,facet of,glycosylation
alteplase,subject has role,thrombolytic
tenecteplase,subject has role,thrombolytic
reteplase,subject has role,thrombolytic
urokinase,subject has role,thrombolytic
saruplase,subject has role,thrombolytic
desmoteplase,subject has role,thrombolytic
glycoprotein,studied by,engineering
engineering,studies,glycoprotein
rational design,facet of,combinatorics
structure prediction,facet of,machine learning
glycosylation,subclass of,protein
Smilax glabra Roxb,instance of,traditional Chinese medicine
Tufuling,located in the administrative territorial entity,Tufuling
COX2,instance of,signal pathway
aiphanol,subject has role,anticancer
10j,subject has role,antiproliferative
14c,subject has role,antiproliferative
IC The landscape of parasitic infections in the United States,country,United States
endemic,subclass of,public health risk
parasitic infection,has cause,imported
imported,has effect,parasitic infection
histopathologic,part of,anatomic pathology
lymphocyte,part of,Tumor
tumor,has effect,gastric cancer
gastric cancer,has cause,tumor
CD3,subclass of,T-cell markers
CD45RO,subclass of,T-cell markers
CD8,subclass of,T-cell markers
FOXP3,subclass of,T-cell markers
Granzyme B,subclass of,T-cell markers
shoot apical meristem,subclass of,homeostasis
stem cell,subclass of,cellular
organizing center,subclass of,niche cell
shoot meristem,part of,cellular organization
Alzheimer's disease,subclass of,cognitive decline
detraining,subclass of,exercise
senescence-accelerated mouse prone 8,facet of,cognitive decline
no-exercise,different from,long-term exercise
long-term exercise,different from,no-exercise
M1,subclass of,microglia
M2,subclass of,microglia
cognitive function,different from,No-Ex
No-Ex,different from,cognitive function
microglia,subclass of,anti-inflammatory
M,different from,M-detrainig
M-detrainig,different from,M
neuroinflammation,has effect,cognitive deficits
anti-inflammation,has cause,Exercise
Lipid malabsorption in the small intestine,has cause,LAL deficiency
LAL deficiency,has effect,Lipid malabsorption in the small intestine
lipid metabolism,part of,intestinal
jejunum,connects with,ileum
ileum,connects with,jejunum
macrophage,product or material produced,lipid-associated lipid
lipid,has effect,lipid loss
lipid loss,has cause,lipid
Inflammatory markers,subclass of,genes
villous morphology,part of,enterocyte
macrophage,subclass of,enterocyte
foraging,subclass of,energy metabolism
Mitral cell,subclass of,neuron
GLP-1,part of,Glucagon Like Peptide-1 (GLP-1)/GLP-1 receptor (GLP-1R) system
ELISA,use,quantified plasma insulin
preproglucagon,subclass of,mRNA
Exendin,subject has role,GLP-1R antagonist
4-DAMP,subject has role,muscarinic M3 receptor antagonist
Exendin-4,subject has role,GLP-1R agonist
non-union,subclass of,bone fracture
surgery,medical condition treated,non-union
osteoprogenitor,subclass of,cell
callus,different from,nonunion
nonunion,different from,callus
osteogenic,instance of,functionally
non-union fracture,has cause,osteoprogenitor
cohort,use,validation
non-union,subclass of,bone healing
